id1	id2	reg	chr1	loc1	chr2	loc2
YDL005C	YCR073W-A	binding enriched	4	441661	3	247436
YPL075W	YJL008C	+	16	413808	10	420810
YIL101C	YOR264W	binding enriched	9	176278	15	819512
YDR253C	YPR039W	bound	4	964277	16	647179
YMR037C	YDR044W	binding enriched	13	345460	4	547135
YER159C	YER070W	binding enriched	5	491744	5	300283
YKR099W	YPL061W	+	11	637068	16	433339
YGL073W	YLR300W	+	7	370003	12	729628
YLR071C	YGR013W	binding enriched	12	277002	7	515485
YBR049C	YPR036W-A	binding enriched	2	335602	16	646051
YML007W	YOL004W	binding enriched	13	254824	15	319243
YNL236W	YPR158W-B	+	14	208392	16	847344
YDR259C	YGR099W	binding enriched	4	975206	7	688932
YBR049C	YBR234C	binding enriched	2	335602	2	686015
YHR058C	YBR102C	binding enriched	8	219440	2	446192
YLR403W	YMR229C	+	12	926593	13	728528
YPL254W	YIL015W	+	16	70218	9	323223
YDR259C	YPL017C	binding enriched	4	975206	16	519483
YGR252W	YKL110C	binding enriched	7	997528	11	229409
YDL170W	YNL080C	binding enriched	4	157111	14	477482
YOL148C	YOL040C	+	15	46667	15	253363
YML007W	YIL127C	binding enriched	13	254824	9	117334
YDR253C	YPL025C	bound	4	964277	16	502751
YIL101C	YLR209C	binding enriched	9	176278	12	561264
YHR206W	YPR009W	binding enriched	8	513666	16	576955
YDR392W	YIL015W	binding enriched	4	1259202	9	323223
YIL036W	YDR034C-C	+	9	286547	4	518698
YDR259C	YPL101W	binding enriched	4	975206	16	360894
YPL254W	YMR065W	-	16	70218	13	400459
YDR392W	YGL056C	binding enriched	4	1259202	7	396826
YOL148C	YLR157C-A	+	15	46667	12	480940
YGR252W	YBR176W	binding enriched	7	997528	2	584189
YOL148C	YHR010W	+	15	46667	8	127006
YPR086W	YIL036W	binding enriched	16	710619	9	286547
YLR403W	YJR145C	+	12	926593	10	702547
YER109C	YML100W	-	5	376414	13	72272
YPR086W	YOR173W	binding enriched	16	710619	15	657794
YGL073W	YDL082W	+	7	370003	4	308906
YIL131C	YGL238W	binding enriched	9	101508	7	50993
YDR259C	YBR048W	binding enriched	4	975206	2	333321
YLR403W	YKL185W	-	12	926593	11	95382
YJL110C	YLR162W	-	10	210749	12	489751
YLR403W	YLL053C	+	12	926593	12	35732
YML007W	YGL227W	binding enriched	13	254824	7	71109
YMR037C	YLR108C	binding enriched	13	345460	12	367395
YPR086W	YCR091W	binding enriched	16	710619	3	275485
YGR252W	YER133W	binding enriched	7	997528	5	433226
YKL112W	YLR058C	+	11	227667	12	258696
YIL131C	YMR214W	binding enriched	9	101508	13	695916
YGR252W	YLR216C	binding enriched	7	997528	12	572653
YPL254W	YNR067C	+	16	70218	14	757422
YOL148C	YER036C	+	15	46667	5	224283
YKR099W	YDR034C-C	-	11	637068	4	518698
YIL131C	YHR068W	binding enriched	9	101508	8	232714
YLR403W	YKR039W	+	12	926593	11	515967
YDR253C	YOL064C	bound	4	964277	15	206639
YER040W	YMR316C-A	+	5	230891	13	905817
YPR086W	YGL237C	binding enriched	16	710619	7	53129
YKL015W	YER155C	binding enriched	11	410013	5	479596
YPL075W	YPR052C	+	16	413808	16	665833
YDR392W	YDR101C	binding enriched	4	1259202	4	656576
YLR223C	YNL178W	bound	12	583861	14	303041
YIL131C	YML028W	binding enriched	9	101508	13	220433
YJR060W	YCL040W	-	10	549286	3	51589
YKL185W	YMR108W	binding enriched	11	95382	13	485115
YJL127C	YLR307W	-	10	183259	12	746072
YNL330C	YER038C	binding enriched	14	18651	5	227555
YDR123C	YEL002C	binding enriched	4	699011	5	149368
YIL101C	YDR456W	binding enriched	9	176278	4	1368435
YNL103W	YGL234W	?	14	428744	7	57686
YLR223C	YML073C	bound	12	583861	13	123699
YOL148C	YJR026W	+	15	46667	10	473421
YJL127C	YML083C	?	10	183259	13	100422
YPR065W	YMR316W	-	16	680246	13	905330
YIL036W	YMR108W	+	9	286547	13	485115
YBR049C	YFL014W	-	2	335602	6	107420
YMR182C	YLR194C	-	13	624849	12	541191
YLR403W	YPL227C	-	12	926593	16	120665
YDR253C	YLL055W	bound	4	964277	12	30906
YOR380W	YOR379C	-	15	1052110	15	1050895
YIR018W	YIL046W-A	binding enriched	9	384977	9	268391
YPL075W	YMR205C	+	16	413808	13	673326
YDR207C	YJR103W	binding enriched	4	866267	10	621622
YPR086W	YNL305C	binding enriched	16	710619	14	59344
YDR207C	YHR021C	binding enriched	4	866267	8	148270
YDR259C	YOR130C	binding enriched	4	975206	15	570368
YIR023W	YPL014W	+	9	401233	16	528119
YHR058C	YBR250W	binding enriched	8	219440	2	719818
YPL254W	YDR012W	+	16	70218	4	472397
YOR174W	YMR009W	binding enriched	15	659174	13	284371
YNL216W	YOR095C	binding enriched	14	242930	15	503940
YLR403W	YBR082C	?	12	926593	2	406898
YIL131C	YCL068C	binding enriched	9	101508	3	11894
YHR058C	YGL003C	binding enriched	8	219440	7	493324
YLR418C	YOR010C	+	12	957504	15	346572
YGR116W	YDR077W	binding enriched	7	722586	4	601301
YGR252W	YIR018C-A	binding enriched	7	997528	9	385632
YLR403W	YHR119W	-	12	926593	8	347664
YDR259C	YGL068W	binding enriched	4	975206	7	375379
YPL075W	YGL055W	+	16	413808	7	399394
YOL148C	YJL117W	+	15	46667	10	192998
YDR207C	YLR346C	binding enriched	4	866267	12	822439
YLR176C	YLR001C	binding enriched	12	509014	12	152683
YBR049C	YEL017W	binding enriched	2	335602	5	124163
YOR363C	YCR015C	-	15	1021717	3	141693
YGR252W	YBR035C	binding enriched	7	997528	2	306612
YPL075W	YOR369C	+	16	413808	15	1028409
YDL170W	YLR443W	binding enriched	4	157111	12	1023298
YNL236W	YNL241C	+	14	208392	14	197184
YGR116W	YBR203W	binding enriched	7	722586	2	630555
YGL073W	YLR344W	+	7	370003	12	819727
YPL248C	YIL169C	+	16	81033	9	24612
YBR081C	YNR001C	binding enriched	2	403252	14	630341
YIL036W	YLR259C	+	9	286547	12	664143
YIL036W	YKL073W	+	9	286547	11	297752
YJL127C	YGL007W	?	10	183259	7	483448
YDR463W	YLR212C	binding enriched	4	1387595	12	565570
YIL131C	YBL027W	binding enriched	9	101508	2	168899
YGR116W	YDR018C	binding enriched	7	722586	4	483265
YJL127C	YGL074C	?	10	183259	7	368759
YDR392W	YNL144C	binding enriched	4	1259202	14	353931
YNL216W	YGL075C	binding enriched	14	242930	7	367506
YDR259C	YPL139C	binding enriched	4	975206	16	290360
YDR310C	YLL005C	-	4	1082722	12	139243
YER159C	YKL008C	binding enriched	5	491744	11	427923
YDR259C	YOR394W	binding enriched	4	975206	15	1082965
YJL127C	YJR087W	?	10	183259	10	586575
YJL127C	YJL119C	?	10	183259	10	191733
YNL330C	YOL127W	binding enriched	14	18651	15	80769
YJL127C	YBR250W	?	10	183259	2	719818
YOR174W	YDL143W	binding enriched	15	659174	4	200789
YOR110W	YOR046C	binding enriched	15	529594	15	415183
YDL005C	YLR095C	binding enriched	4	441661	12	330896
YIR018W	YLR329W	?	9	384977	12	786887
YGR252W	YDR475C	binding enriched	7	997528	4	1408779
YJL127C	YNL202W	?	10	183259	14	260017
YBR049C	YER100W	binding enriched	2	335602	5	359938
YBR112C	YOR226C	binding enriched	2	464320	15	761849
YDL170W	YIL020C	binding enriched	4	157111	9	314427
YOR110W	YAR033W	binding enriched	15	529594	1	188459
YGR252W	YJR122W	binding enriched	7	997528	10	650522
YIL131C	YCL030C	binding enriched	9	101508	3	67133
YML007W	YPR166C	binding enriched	13	254824	16	876455
YNL103W	YGR157W	?	14	428744	7	803744
YEL009C	YHL021C	+	5	139340	8	65160
YOL116W	YDR179C	-	15	100383	4	818952
YPR104C	YBR105C	binding enriched	16	735028	2	451425
YMR037C	YLR162W-A	-	13	345460	12	490500
YOR344C	YJR148W	+	15	977631	10	706309
YDR259C	YPL040C	binding enriched	4	975206	16	477497
YIL131C	YLR091W	binding enriched	9	101508	12	322737
YOR110W	YLR068W	binding enriched	15	529594	12	271235
YBR083W	YOL103W-A	+	2	409899	15	118661
YPR008W	YGR138C	+	16	574060	7	764684
YDR259C	YCR093W	binding enriched	4	975206	3	283280
YBR049C	YPR133W-A	binding enriched	2	335602	16	797633
YOR110W	YOR016C	binding enriched	15	529594	15	360772
YGR252W	YMR131C	binding enriched	7	997528	13	533930
YIL101C	YIL026C	binding enriched	9	176278	9	306203
YIL101C	YPL082C	binding enriched	9	176278	16	401281
YDR310C	YOL016C	+	4	1082722	15	295448
YLR176C	YGR284C	binding enriched	12	509014	7	1061124
YLR176C	YDR528W	binding enriched	12	509014	4	1495221
YJL127C	YER187W	?	10	183259	5	566442
YDR146C	YLR300W	binding enriched	4	749677	12	729628
YPL075W	YMR242C	+	16	413808	13	753722
YOL148C	YDR226W	+	15	46667	4	916820
YOR174W	YPR184W	binding enriched	15	659174	16	904349
YIL101C	YDR339C	binding enriched	9	176278	4	1150235
YML007W	YKL052C	binding enriched	13	254824	11	340107
YOR110W	YHL019C	binding enriched	15	529594	8	68639
YLR403W	YCL037C	?	12	926593	3	58026
YLR223C	YOR375C	bound	12	583861	15	1042360
YJL127C	YKR044W	?	10	183259	11	522680
YMR037C	YLL067C	binding enriched	13	345460	12	2443
YLR176C	YJR095W	binding enriched	12	509014	10	610257
YDR259C	YDR466W	binding enriched	4	975206	4	1396469
YDR259C	YBR062C	binding enriched	4	975206	2	366288
YNL330C	YKL217W	binding enriched	14	18651	11	23159
YGR252W	YEL044W	binding enriched	7	997528	5	70007
YLR223C	YOR096W	bound	12	583861	15	506280
YOR032C	YOL084W	+	15	390423	15	163843
YGL073W	YKL035W	+	7	370003	11	370640
YDR207C	YBR114W	binding enriched	4	866267	2	468434
YGL073W	YGR038C-A	+	7	370003	7	566806
YNL236W	YER041W	-	14	208392	5	233600
YDR253C	YLR241W	bound	4	964277	12	621647
YER159C	YPL017C	binding enriched	5	491744	16	519483
YNL236W	YCR028C-A	-	14	208392	3	173195
YNL103W	YGR055W	?	14	428744	7	600279
YOR344C	YNL211C	-	15	977631	14	250185
YJL056C	YBR302C	+	10	331752	2	810909
YLR223C	YER091C	bound	12	583861	5	341015
YDR392W	YER056C	+	4	1259202	5	267312
YIR018W	YOR115C	binding enriched	9	384977	15	539062
YDR259C	YNL268W	binding enriched	4	975206	14	139467
YGR252W	YOR006C	binding enriched	7	997528	15	338150
YLR403W	YGL111W	?	12	926593	7	300673
YOR174W	YDR018C	binding enriched	15	659174	4	483265
YOR174W	YGL129C	binding enriched	15	659174	7	268399
YNL330C	YOL014W	binding enriched	14	18651	15	299880
YNL103W	YIR017C	?	14	428744	9	383837
YNL330C	YDR144C	binding enriched	14	18651	4	745206
YMR037C	YML050W	binding enriched	13	345460	13	173606
YNL236W	YBL100C	+	14	208392	2	37146
YEL009C	YFL018C	?	5	139340	6	102377
YGL073W	YGR081C	-	7	370003	7	643464
YLR403W	YKL198C	+	12	926593	11	69226
YPL254W	YCR037C	-	16	70218	3	195799
YNL103W	YPR035W	?	14	428744	16	642764
YBR049C	YMR085W	-	2	335602	13	438140
YNL216W	YKR041W	binding enriched	14	242930	11	518574
YIL131C	YAL021C	binding enriched	9	101508	1	112102
YIL101C	YKR035W-A	binding enriched	9	176278	11	508246
YLR071C	YPL058C	binding enriched	12	277002	16	448109
YDR392W	YGR088W	binding enriched	4	1259202	7	655478
YNL236W	YGR177C	+	14	208392	7	849632
YGR252W	YGL259W	binding enriched	7	997528	7	8718
YNL236W	YLR227W-A	+	14	208392	12	594099
YDR463W	YMR251W	binding enriched	4	1387595	13	773465
YNL216W	YOR344C	binding enriched	14	242930	15	977631
YOR174W	YBR135W	binding enriched	15	659174	2	505080
YDL005C	YHR167W	binding enriched	4	441661	8	439734
YLR071C	YLR096W	binding enriched	12	277002	12	334311
YOR110W	YBR147W	binding enriched	15	529594	2	537020
YPL075W	YGL031C	+	16	413808	7	437700
YDR207C	YDR153C	binding enriched	4	866267	4	767353
YLR403W	YIL097W	?	12	926593	9	181202
YOL148C	YGR086C	+	15	46667	7	650107
YLR403W	YER063W	-	12	926593	5	282038
YDL005C	YKR050W	binding enriched	4	441661	11	529149
YIL036W	YHR055C	+	9	286547	8	214625
YIL101C	YER130C	binding enriched	9	176278	5	421780
YIL036W	YGR159C	+	9	286547	7	807034
YNL103W	YHL037C	?	14	428744	8	25978
YLR403W	YHR019C	+	12	926593	8	142726
YJL056C	YPL274W	?	10	331752	16	23819
YOR110W	YGR222W	binding enriched	15	529594	7	940363
YCR084C	YIL009W	+	3	261381	9	340386
YER159C	YDR214W	binding enriched	5	491744	4	893401
YDR392W	YJR045C	binding enriched	4	1259202	10	520620
YLR418C	YOR236W	+	12	957504	15	781223
YJL127C	YCR060W	?	10	183259	3	224566
YDL005C	YDR151C	binding enriched	4	441661	4	764666
YIL101C	YML129C	binding enriched	9	176278	13	14647
YIL131C	YCR057C	binding enriched	9	101508	3	221842
YGR252W	YHR195W	binding enriched	7	997528	8	491229
YDL005C	YMR115W	binding enriched	4	441661	13	498456
YPL254W	YHR214C-C	+	16	70218	8	548628
YML007W	YJR105W	binding enriched	13	254824	10	624092
YIR018W	YOL017W	?/binding enriched	9	384977	15	293601
YGR104C	YDR050C	binding enriched	7	697906	4	556099
YBR049C	YPR074C	+	2	335602	16	693817
YNL314W	YBR045C	+	14	44830	2	329132
YLR176C	YGL197W	binding enriched	12	509014	7	126929
YOR110W	YGR083C	binding enriched	15	529594	7	645837
YJL127C	YNL017C	?	10	183259	14	602307
YOR174W	YMR058W	binding enriched	15	659174	13	389777
YIL036W	YDR225W	+	9	286547	4	915729
YDR423C	YIL155C	-	4	1318660	9	52733
YNL216W	YKL152C	+	14	242930	11	164013
YIL101C	YBR105C	binding enriched	9	176278	2	451425
YLR403W	YOL040C	+	12	926593	15	253363
YIL131C	YNL095C	binding enriched	9	101508	14	445876
YDL106C	YFL004W	+	4	271061	6	133053
YDR310C	YNL319W	-	4	1082722	14	38862
YOR344C	YHL021C	+	15	977631	8	65160
YGR252W	YOL012C	binding enriched	7	997528	15	303781
YIL131C	YOR273C	binding enriched	9	101508	15	835441
YPL254W	YLR084C	binding enriched	16	70218	12	298420
YHL027W	YOR192C-B	+	8	52049	15	707075
YBR049C	YFL002W-B	-	2	335602	6	138862
YBR049C	YGR037C	binding enriched	2	335602	7	559862
YNL216W	YBR031W	+	14	242930	2	300710
YCR084C	YML133C	+	3	261381	13	2572
YOR174W	YIR014W	binding enriched	15	659174	9	381450
YBR081C	YHL044W	binding enriched	2	403252	8	13918
YNL236W	YLR286C	+	14	208392	12	709292
YPL075W	YKL056C	+	16	413808	11	334663
YOR174W	YBR163W	binding enriched	15	659174	2	566601
YNL216W	YAL054C	binding enriched	14	242930	1	43951
YPL075W	YOL040C	+	16	413808	15	253363
YOR174W	YMR069W	binding enriched	15	659174	13	408137
YNL330C	YDL133W	binding enriched	14	18651	4	223083
YJL056C	YOR134W	+	10	331752	15	579178
YNL330C	YGR009C	binding enriched	14	18651	7	510024
YJL056C	YOL151W	+	10	331752	15	44208
YOL004W	YKL060C	+	15	319243	11	326947
YBL103C	YJR148W	-	2	22806	10	706309
YLR176C	YGR180C	-	12	509014	7	855782
YDR392W	YLR346C	binding enriched	4	1259202	12	822439
YDR448W	YDR174W	binding enriched	4	1356717	4	812480
YJL127C	YJR114W	?	10	183259	10	638855
YNL216W	YGR203W	binding enriched	14	242930	7	905460
YBR049C	YNR037C	binding enriched	2	335602	14	695189
YIL131C	YGR131W	binding enriched	9	101508	7	754988
YER161C	YPL014W	-	5	499847	16	528119
YPR086W	YBR026C	binding enriched	16	710619	2	293448
YGR104C	YER075C	binding enriched	7	697906	5	309806
YIL101C	YLR466C-B	binding enriched	9	176278	12	1071652
YER169W	YDR525W-A	binding enriched	5	524564	4	1490715
YOR110W	YLR213C	binding enriched	15	529594	12	567288
YLR182W	YPL092W	+	12	519145	16	374481
YHL020C	YHR067W	-	8	66849	8	231391
YOR174W	YPR182W	binding enriched	15	659174	16	900324
YOR230W	YIR013C	binding enriched	15	771456	9	380201
YML007W	YGL058W	binding enriched	13	254824	7	394245
YOR174W	YML127W	binding enriched	15	659174	13	17936
YBR083W	YPR002W	+	2	409899	16	559160
YIL036W	YNL209W	+	9	286547	14	252979
YDL170W	YMR250W	binding enriched	4	157111	13	771679
YCR081W	YOR383C	-	3	256512	15	1060748
YIL101C	YDR533C	binding enriched	9	176278	4	1501803
YOR110W	YMR102C	binding enriched	15	529594	13	471100
YDR392W	YMR050C	+	4	1259202	13	375691
YOR110W	YJL218W	binding enriched	15	529594	10	22268
YBR049C	YML058W	+	2	335602	13	159540
YOR344C	YML039W	+	15	977631	13	199262
YMR037C	YNL044W	binding enriched	13	345460	14	545572
YLR176C	YNR018W	binding enriched	12	509014	14	664607
YLR418C	YBR302C	+	12	957504	2	810909
YBR083W	YMR173W	+	2	409899	13	609335
YIL036W	YLR339C	+	9	286547	12	806059
YOL108C	YCR034W	binding enriched	15	111658	3	191113
YNL216W	YDR012W	+	14	242930	4	472397
YLR403W	YMR195W	?	12	926593	13	654225
YPL075W	YGL200C	+	16	413808	7	122999
YBR049C	YNR052C	binding enriched	2	335602	14	719996
YOL108C	YLR215C	binding enriched	15	111658	12	571317
YLR403W	YGR121C	+	12	926593	7	732188
YLR403W	YML093W	?	12	926593	13	84439
YPR104C	YIL149C	binding enriched	16	735028	9	65547
YDR253C	YHR099W	bound	4	964277	8	308378
YDL005C	YNL077W	binding enriched	4	441661	14	482184
YIL036W	YIL011W	+	9	286547	9	334131
YOR174W	YGR268C	binding enriched	15	659174	7	1026355
YPL075W	YAL038W	+	16	413808	1	72537
YFR034C	YOR385W	+	6	225489	15	1065479
YIL101C	YGR200C	binding enriched	9	176278	7	901087
YIR018W	YDL240W	?	9	384977	4	24349
YLR403W	YBR008C	-	12	926593	2	253386
YDR259C	YER123W	binding enriched	4	975206	5	405600
YDR207C	YGR086C	binding enriched	4	866267	7	650107
YGR252W	YJR127C	binding enriched	7	997528	10	660988
YCR084C	YDL182W	binding enriched	3	261381	4	134080
YNL236W	YPR020W	-	14	208392	16	600043
YLR403W	YER062C	-	12	926593	5	280306
YLR403W	YNL313C	+	12	926593	14	46665
YGL073W	YKL032C	+	7	370003	11	380961
YPR104C	YPR139C	binding enriched	16	735028	16	813607
YLR176C	YOL147C	binding enriched	12	509014	15	48288
YIL131C	YJR014W	binding enriched	9	101508	10	462127
YDR259C	YJR044C	binding enriched	4	975206	10	518974
YML007W	YDR173C	binding enriched	13	254824	4	811098
YDR207C	YPL092W	binding enriched	4	866267	16	374481
YCR084C	YLR249W	+	3	261381	12	638347
YMR021C	YER150W	-	13	317791	5	468593
YIL101C	YOR269W	binding enriched	9	176278	15	827127
YNL103W	YJL101C	?	14	428744	10	235338
YPL254W	YBR296C	+	16	70218	2	797660
YIL131C	YNL274C	binding enriched	9	101508	14	121644
YIL131C	YDR148C	binding enriched	9	101508	4	754370
YDR463W	YMR156C	binding enriched	4	1387595	13	570658
YER159C	YHR210C	binding enriched	5	491744	8	521224
YGR252W	YGR221C	binding enriched	7	997528	7	938058
YBR083W	YER159C-A	+	2	409899	5	497463
YBR049C	YDR370C	binding enriched	2	335602	4	1218446
YIL101C	YMR045C	binding enriched	9	176278	13	359993
YDR259C	YMR315W	binding enriched	4	975206	13	903324
YDL170W	YAL008W	binding enriched	4	157111	1	137212
YDR259C	YBR273C	binding enriched	4	975206	2	748716
YLR176C	YAL048C	binding enriched	12	509014	1	53795
YDR207C	YLR344W	binding enriched	4	866267	12	819727
YOR174W	YJR001W	binding enriched	15	659174	10	437706
YLR176C	YMR194W	binding enriched	12	509014	13	651527
YPR065W	YMR058W	+	16	680246	13	389777
YLR176C	YKR069W	binding enriched	12	509014	11	572502
YGR252W	YLL002W	binding enriched	7	997528	12	146946
YDL170W	YNL236W	binding enriched	4	157111	14	208392
YJL127C	YLR134W	?	10	183259	12	411568
YER159C	YPL003W	binding enriched	5	491744	16	552714
YJL127C	YMR158W-B	?	10	183259	13	574631
YLR403W	YKR024C	?	12	926593	11	486258
YLR403W	YBR123C	?	12	926593	2	485716
YIL036W	YGL120C	+	9	286547	7	282785
YIL101C	YDR367W	binding enriched	9	176278	4	1213231
YNL216W	YML089C	binding enriched	14	242930	13	91225
YPL075W	YJR041C	+	16	413808	10	512001
YIL036W	YML022W	+	9	286547	13	229218
YLR403W	YOR307C	?	12	926593	15	893411
YLR403W	YML054C	+	12	926593	13	166420
YOR028C	YBR154C	binding enriched	15	383976	2	548685
YNL216W	YPL143W	+	14	242930	16	282546
YEL009C	YCL040W	+	5	139340	3	51589
YDR207C	YJL034W	binding enriched	4	866267	10	382351
YPL075W	YCL020W	-	16	413808	3	85760
YPL075W	YHR193C	+	16	413808	8	487974
YER159C	YLL026W	binding enriched	5	491744	12	89986
YDR392W	YNL284C-A	+	4	1259202	14	101571
YOR174W	YML011C	binding enriched	15	659174	13	247161
YPL254W	YNL145W	binding enriched	16	70218	14	352472
YKL109W	YGL028C	+	11	233059	7	442095
YDR253C	YKL062W	bound	4	964277	11	324174
YNL216W	YJR139C	+	14	242930	10	689984
YLR176C	YNL214W	binding enriched	12	509014	14	245916
YBR049C	YBR084C-A	+	2	335602	2	414723
YDR310C	YLR213C	-	4	1082722	12	567288
YIL131C	YER188C-A	binding enriched	9	101508	5	569757
YLR176C	YBR084C-A	binding enriched	12	509014	2	414723
YCR084C	YPR160W	binding enriched	3	261381	16	862660
YPL139C	YKL195W	+	16	290360	11	76426
YGL071W	YBR052C	+	7	373048	2	339036
YPL139C	YKL096W	+	16	290360	11	261491
YDR259C	YER118C	binding enriched	4	975206	5	398503
YLR176C	YCL026C-B	binding enriched	12	509014	3	73695
YNL330C	YDR190C	binding enriched	14	18651	4	841299
YML007W	YBR187W	binding enriched	13	254824	2	603055
YLR403W	YPR051W	?	12	926593	16	665225
YGR252W	YBR132C	binding enriched	7	997528	2	500547
YJL056C	YBL029W	?	10	331752	2	166699
YLR403W	YIL127C	-	12	926593	9	117334
YER159C	YJL164C	binding enriched	5	491744	10	110562
YLR403W	YCR096C	-	12	926593	3	293358
YPR086W	YOR220W	binding enriched	16	710619	15	755726
YHR058C	YOR213C	binding enriched	8	219440	15	744908
YOL148C	YER056C-A	+	15	46667	5	269804
YOR028C	YLR044C	binding enriched	15	383976	12	233235
YEL009C	YER053C-A	?	5	139340	5	260989
YMR037C	YFR029W	binding enriched	13	345460	6	211955
YIL036W	YLR134W	+	9	286547	12	411568
YDL005C	YLR178C	binding enriched	4	441661	12	513491
YLR131C	YJR147W	+	12	405666	10	704734
YDL005C	YML099C	binding enriched	4	441661	13	75719
YBR279W	YGR210C	binding enriched	2	761925	7	914120
YIL131C	YNL187W	binding enriched	9	101508	14	288530
YDR259C	YPR034W	binding enriched	4	975206	16	640241
YLR176C	YNL197C	binding enriched	12	509014	14	268600
YNL216W	YER158C	binding enriched	14	242930	5	489717
YOR110W	YOL147C	binding enriched	15	529594	15	48288
YDR463W	YBR013C	binding enriched	4	1387595	2	265686
YPR086W	YMR189W	binding enriched	16	710619	13	639052
YDR259C	YLR249W	binding enriched	4	975206	12	638347
YDR176W	YJL219W	-	4	815506	10	20348
YJL127C	YLR185W	+	10	183259	12	522975
YDL005C	YNL136W	binding enriched	4	441661	14	371006
YBR049C	YJL093C	binding enriched	2	335602	10	255774
YJL127C	YMR108W	+	10	183259	13	485115
YLR071C	YJL016W	binding enriched	12	277002	10	406430
YDR310C	YLR194C	+	4	1082722	12	541191
YOL089C	YHL021C	+	15	151944	8	65160
YOL148C	YGR161C-D	+	15	46667	7	820381
YIL101C	YDR163W	binding enriched	9	176278	4	781686
YBR240C	YNL070W	-	2	701166	14	493457
YGL071W	YAL004W	+	7	373048	1	141083
YJL127C	YDR366C	-	10	183259	4	1212637
YBR049C	YDR371W	binding enriched	2	335602	4	1220180
YJL127C	YOR011W	?	10	183259	15	351771
YDR259C	YHR034C	binding enriched	4	975206	8	177482
YDL005C	YAL036C	binding enriched	4	441661	1	75597
YNL216W	YCR037C	-	14	242930	3	195799
YLR176C	YDL006W	binding enriched	12	509014	4	440331
YDL005C	YOL067C	binding enriched	4	441661	15	202251
YNL216W	YDL075W	+	14	242930	4	322607
YNL216W	YOL064C	+	14	242930	15	206639
YCR084C	YLR460C	-	3	261381	12	1060322
YGL073W	YLR264W	+	7	370003	12	673232
YLR451W	YKL120W	+	12	1037423	11	217831
YDR463W	YHR080C	binding enriched	4	1387595	8	264819
YIL131C	YJL044C	binding enriched	9	101508	10	358988
YOR174W	YER187W	binding enriched	15	659174	5	566442
YOL116W	YHR136C	-	15	100383	8	374877
YDR207C	YOR327C	binding enriched	4	866267	15	930907
YPR086W	YHR198C	binding enriched	16	710619	8	496797
YLR403W	YGR041W	-	12	926593	7	578308
YDR259C	YNL181W	binding enriched	4	975206	14	298946
YIL036W	YGR034W	+	9	286547	7	556242
YOR110W	YNL103W	binding enriched	15	529594	14	428744
YLR403W	YBR079C	+	12	926593	2	396830
YNL167C	YNR053C	-	14	320387	14	722116
YOR363C	YLR185W	-	15	1021717	12	522975
YDR259C	YER137C	binding enriched	4	975206	5	441596
YGL073W	YIL148W	+	7	370003	9	69118
YKL185W	YGR217W	binding enriched	11	95382	7	927755
YDR146C	YPR109W	binding enriched	4	749677	16	745131
YLR176C	YBR031W	binding enriched	12	509014	2	300710
YLR403W	YOL059W	+	12	926593	15	217787
YGR252W	YMR225C	binding enriched	7	997528	13	721181
YER159C	YOR036W	binding enriched	5	491744	15	400781
YPL254W	YMR307W	+	16	70218	13	887842
YLR403W	YHR050W	-	12	926593	8	208478
YOL148C	YOL020W	+	15	46667	15	287061
YPR104C	YOR285W	binding enriched	16	735028	15	849844
YGR252W	YGR047C	binding enriched	7	997528	7	587930
YNL236W	YER159C-A	+	14	208392	5	497463
YNL216W	YHR096C	binding enriched	14	242930	8	295558
YDR463W	YPR159W	binding enriched	4	1387595	16	858664
YLR403W	YOL045W	?	12	926593	15	245149
YNL068C	YPR001W	-	14	496995	16	557107
YPR104C	YKL006W	binding enriched	16	735028	11	432313
YBR112C	YPL014W	binding enriched	2	464320	16	528119
YOR174W	YJR104C	binding enriched	15	659174	10	622782
YPR086W	YLL026W	binding enriched	16	710619	12	89986
YPR086W	YDL126C	binding enriched	16	710619	4	237410
YLR176C	YMR021C	binding enriched	12	509014	13	317791
YNL216W	YDR043C	binding enriched	14	242930	4	543021
YCR084C	YKL127W	+	3	261381	11	204397
YIR018W	YDR406W	?/binding enriched	9	384977	4	1281504
YJL127C	YFR032C	?	10	183259	6	222524
YIL131C	YOR349W	binding enriched	9	101508	15	991311
YLR098C	YLL057C	binding enriched	12	338500	12	26375
YER040W	YJL066C	binding enriched	5	230891	10	314493
YGR116W	YDR379C-A	binding enriched	7	722586	4	1233397
YNL216W	YGR161C-D	-	14	242930	7	820381
YLR403W	YMR226C	?	12	926593	13	721994
YJL127C	YPL085W	?	10	183259	16	390360
YDR259C	YOL052C	binding enriched	4	975206	15	233041
YNL229C	YJR036C	binding enriched	14	219669	10	502052
YPL254W	YHR005C	+	16	70218	8	114208
YPR065W	YJR070C	-	16	680246	10	570109
YDR259C	YMR060C	binding enriched	4	975206	13	392023
YDR207C	YNL271C	binding enriched	4	866267	14	132452
YOR110W	YDL099W	binding enriched	15	529594	4	283931
YDL106C	YAR018C	+	4	271061	1	171049
YLR403W	YDR062W	?	12	926593	4	577316
YIL131C	YJL052C-A	binding enriched	9	101508	10	337943
YLR403W	YBL043W	-	12	926593	2	137074
YIL101C	YPL075W	binding enriched	9	176278	16	413808
YOR110W	YHR099W	binding enriched	15	529594	8	308378
YNL103W	YBR072W	?	14	428744	2	382352
YML007W	YDR497C	+	13	254824	4	1444590
YBR049C	YGL189C	+	2	335602	7	148408
