id	x	y	z
YDR174W	153.669	21.77	103.678
YPR177C	139.959	40.154	81.76
YLR224W	101.611	121.207	190.717
YCR038C	137.523	111.934	78.56
YOR157C	81.466	4.54	84.037
YNL257C	63.861	42.173	97.884
YGL101W	62.375	98.84	99.495
YOR250C	58.498	30.289	103.71
YIL029W-A	106.695	120.857	51.768
YNR030W	69.064	98.394	31.291
YBL043W	128.822	125.513	85.855
YPR042C	148.636	58.9	61.22
YCL009C	129.082	125.556	28.032
YEL048C	77.95	122.2	57.591
YGL259W	80.854	75.968	116.354
YGR190C	102.777	86.058	126.205
YBR093C	141.941	99.515	104.101
YPR182W	145.361	36.604	80.41
YBL112C	106.615	131.946	104.202
YDR034C	133.034	63.535	63.058
YGL054C	80.055	116.448	85.461
YLR021W	95.99	105.51	48.15
YAL037C-B	102.087	72.127	15.326
YLR134W	97.85	117.373	112.562
YDR263C	132.691	14.28	117.88
YLR161W	91.92	127.469	167.3
YLR074C	97.206	127.219	88.709
YNL216W	72.679	49.824	77.508
YER066W	61.248	100.542	92.703
YPL225W	136.569	60.444	128.573
YDL043C	125.166	53.804	53.378
YDR489W	104.884	26.456	119.913
YDL012C	124.168	92.014	32.675
YCR023C	135.812	110.291	57.092
YDR218C	129.536	22.776	110.592
YOL013W-B	108.624	81.656	28.761
tV(AAC)G2	116.669	113.734	136.561
YMR089C	145.17	48.4	81.365
tS(AGA)D3	100.884	20.684	125.155
YDR345C	120.418	19.905	129.488
YJL177W	38.706	51.051	83.117
YOR108W	82.411	23.839	66.057
YNL339C	67.285	39.323	123.891
YGL139W	68.826	92.639	112.701
YJL068C	63.06	72.388	48.644
YNL054W	65.847	89.448	62.02
YKL108W	108.817	39.895	61.086
YOR248W	61.172	29.836	103.644
YGR210C	106.711	81.491	129.424
YJL017W	91.804	90.305	19.564
YPL062W	167.243	79.358	77.687
tL(UAA)J	99.93	95.068	22.944
tL(UAA)K	109.239	24.894	67.566
YHR179W	133.822	93.034	105.953
tL(UAA)N	60.317	91.326	45.344
YOR137C	79.847	17.674	64.503
YNL049C	70.162	88.445	56.488
YDR250C	125.614	24.571	111.639
YMR001C-A	125.23	101.783	32.898
YKL172W	98.482	27.138	63.645
YKR025W	117.704	68.277	34.577
tV(AAC)K1	111.055	41.21	42.619
tV(AAC)K2	124.335	57.726	25.195
YCR087W	133.72	109.521	76.756
YDR305C	129.636	19.55	126.274
YDR205W	137.173	15.711	103.782
YJR059W	68.106	61.843	45.202
YJL108C	71.004	71.087	70.265
YLR266C	92.905	115.725	194.162
YFR055W	118.228	58.595	16.462
YER088C	79.29	80.195	98.224
YLR284C	93.867	109.421	197.549
YPL171C	136.649	68.579	103.564
YHL029C	156.995	99.484	44.663
YDR056C	158.449	42.211	71.145
YPR007C	135.791	90.293	29.056
YFR009W-A	117.5	98.32	22.956
YBL104C	111.559	132.461	100.256
YPR028W	149.527	69.243	47.366
YLR096W	101.879	102.625	90.027
YJL035C	91.675	81.176	37.502
YKR052C	124.775	52.232	36.806
YBR073W	132.189	100.099	104.538
YOR120W	85.725	17.153	61.246
YER040W	80.828	95.343	65.943
YIR032C	101.127	108.306	38.639
YBL088C	118.166	122.428	107.477
YLR083C	93.783	119.358	91.24
YHR039C-A	147.364	98.989	66.986
YGL015C	108.339	111.917	51.708
YJR066W	76.615	62.392	47.918
YLR116W	92.119	124.439	104.918
YER008C	90.287	117.552	29.582
YIR028W	100.287	113.488	37.316
YMR127C	153.426	52.295	96.824
YDL223C	105.544	34.391	94.056
YOR177C	78.288	26.894	94.003
YOR008C-A	103.209	85.8	21.371
YLR192C	95.086	124.46	186.126
YBR177C	130.797	87.51	126.189
YIL140W	82.48	99.34	87.082
YOL163W	48.722	62.223	58.301
YJL155C	43.054	74.373	84.935
YLL062C	98.081	108.413	69.078
YIR004W	119.339	114.348	23.263
YJL215C	57.576	61.328	80.939
YFR027W	125.384	72.958	8.257
YJL122W	56.123	79.607	67.906
YAL064W	88.909	67.249	23.307
YGR148C	105.933	107.304	129.369
YKR069W	132.074	41.718	33.175
YDR459C	96.142	20.412	123.273
YLR244C	83.291	111.865	191.478
YBR111W-A	147.748	101.771	115.169
YJR084W	76.378	60.204	56.38
YLR233C	89.166	112.439	194.748
YLR313C	106.159	103.049	198.932
YNR007C	98.212	107.146	23.712
YJR153W	73.769	44.165	63.86
YKL190W	109.002	24.967	68.322
YGL084C	78.809	116.936	96.819
YML084W	152.782	74.778	79.528
YGL239C	72.899	81.742	131.756
YLR382C	99.972	102.8	199.497
YKL063C	116.436	46.347	47.846
YLR154C-H	95.22	117.279	153.14
YDL170W	107.842	8.392	75.311
YDR385W	111.05	15.188	132.415
YLR154C-G	96.479	113.397	148.936
YJR044C	75.822	62.329	38.261
YLR219W	110.761	120.216	188.866
YMR009W	119.813	93.685	38.269
YNL072W	62.117	85.841	76.917
YDR363W	119.586	13.239	137.205
YFL021W	122.287	100.285	27.674
YJL219W	56.017	61.636	77.498
YMR283C	122.468	58.003	119.275
snR39B	84.516	113.828	99.505
YLR199C	101.735	124.935	186.074
YBR259W	120.017	89.737	136.205
YNL114C	64.744	62.663	89.207
YDR090C	130.263	40.477	79.866
YIL108W	94.018	101.551	82.003
YNL163C	69.997	55.802	91.235
snR55	116.692	96.45	194.339
snR54	169.628	74.036	62.386
snR57	116.927	96.67	194.205
snR56	119.271	103.632	91.485
YER093C-A	90.047	76.923	94.85
snR50	95.429	55.239	38.115
snR53	78.01	123.021	60.358
snR52	63.356	77.984	110.55
YJR135W-A	83.652	63.914	68.229
YFR050C	115.163	66.047	24.172
snR58	80.071	39.595	63.588
tG(GCC)O2	101.42	70.224	31.052
YLR447C	105.164	92.307	198.218
YNR069C	59.646	97.184	49.829
YOL058W	87.135	51.099	44.065
YBR182C-A	128.968	88.835	127.563
YAR019C	100.383	111.933	6.996
YOR024W	95.715	58.424	31.263
YJL140W	52.281	81.394	83.591
YML129C	120.516	67.058	83.658
YMR187C	158.666	62.347	114.205
YOR359W	63.714	49.499	121.624
YNL239W	66.359	43.061	76.361
YDR410C	97.292	10.715	129.962
YGR020C	112.703	127.483	56.162
YOR093C	82.363	31.625	65.449
YLL040C	93.839	111.137	58.482
YCL032W	124.217	117.582	47.469
YBR193C	134.045	89.07	135.232
YAL046C	93.806	64.863	11.752
YDR198C	141.714	16.012	105.079
YAL039C	100.755	69.141	14.817
YOR184W	76.623	22.934	89.759
YIL166C	74.322	111.985	86.919
YLR403W	87.684	99.834	197.036
YNL240C	65.626	42.539	78.219
YOR002W	110.65	91.555	22.022
YJL012C-A	91.767	92.228	18.294
YOR075W	79.939	33.14	49.41
YDR404C	93.565	5.68	131.17
YOL118C	70.836	40.357	72.366
YHR077C	144.277	89.284	87.125
YFR018C	119.513	88.487	18.484
YHR141C	157.123	95.748	100.987
YPL056C	170.86	85.012	65.409
YNL242W	65.018	42.328	82.845
YNL162W-A	68.775	55.706	90.542
YPL128C	144.344	64.94	103.471
YOL090W	85.277	45.141	71.907
YNL145W	58.847	54.309	84.818
YJL091C	55.844	80.776	59.678
YBR222C	123.689	88.612	128.644
YNR021W	75.353	103.748	30.129
YDR380W	113.091	18.104	132.669
YGR191W	102.843	85.499	125.507
YBR094W	143.077	101.183	105.804
YLR157W-D	93.942	121.337	157.793
YDR527W	99.632	9.54	108.392
YGR042W	106.441	128.763	89.975
YLR338W	118.001	102.67	193.457
YDR485C	103.023	22.375	118.411
tM(CAU)J2	98.974	94.878	22.631
YPL239W	146.867	64.766	123.771
YPR183W	145.74	36.426	80.27
YOR206W	77.851	26.8	96.661
YBL042C	129.157	125.905	85.744
YEL017C-A	88.27	121.966	32.02
YNL093W	46.252	78.839	88.34
YOR391C	58.713	51.327	129.761
YOL001W	112.595	89.44	22.933
YDR525W-A	99.699	8.894	108.928
YBR089W	139.532	97.356	101.789
YLR075W	96.456	126.795	89.511
YBR054W	138.452	107.694	94.386
YPL224C	135.796	59.606	128.215
YLR137W	99.053	112.827	113.676
YLR020C	96.437	104.863	47.132
YNL217W	73.041	50.182	79.083
YLR404W	88.369	100.422	197.369
YDL042C	124.879	55.134	53.335
YMR226C	160.299	59.644	135.811
YLR154W-A	98.802	107.933	142.271
YDR531W	100.541	14.962	107.801
YIL013C	114.401	111.855	31.581
YHR214W-A	149.527	128.234	116.958
YPL206C	146.406	48.573	118.143
YOL136C	57.434	50.225	69.757
YDL060W	133.648	47.132	62.338
YLR002C	99.622	101.147	24.93
YPR084W	149.253	52.578	71.343
YBR293W	132.063	86.67	145.619
YNR052C	57.452	94.581	43.622
YHR032W	138.15	92.895	62.89
YEL032W	80.293	116.822	47.945
YOL076W	80.423	53.507	59.35
YER145C	76.73	66.471	105.678
YDR136C	137.079	25.863	96.037
YER110C	88.818	86.315	103.558
YHR123W	153.993	92.622	95.974
YHR203C	129.318	105.543	108.87
YJL136W-A	56.276	80.983	83.153
YOR304W	58.826	36.072	115.165
YLR023C	94.974	106.726	49.758
YEL050W-A	78.387	123.066	61.825
YML112W	129.522	66.986	84.222
YHL010C	143.709	107.621	35.507
YIL082W	107.199	95.617	83.693
YMR191W	158.904	55.256	116.855
YDL071C	140.758	40.18	64.363
YLR108C	95.243	122.38	98.885
YPR176C	139.605	40.328	81.771
YKR008W	124.26	84.449	22.092
YLR017W	96.862	103.41	43.779
YDR226W	125.973	22.314	111.004
YDR509W	103.9	20.745	116.605
tM(CAU)O1	79.414	26.062	93.942
tM(CAU)O2	46.526	42.067	125.722
YER172C-A	61.042	85.542	103.985
YLR097C	100.777	103.686	90.929
YDR108W	139.796	23.967	84.006
YJL036W	91.477	80.795	38.187
YER041W	79.067	95.719	66.855
YER009W	89.87	116.284	31.342
YBR036C	149.672	111.782	77.792
YBR191W-A	133.62	89.699	134.617
YGR193C	102.946	83.694	122.919
YMR079W	139.872	39.987	70.156
YLR115W	92.617	125.122	104.792
YLR140W	99.343	110.332	117.044
YMR126C	154.122	51.458	96.581
YGL014W	109.298	112.355	49.713
YML043C	152.475	77.984	59.998
YLR068W	99.956	124.317	82.094
YMR279C	126.791	54.182	119.497
YMR258C	143.395	51.89	136.698
YGL114W	69.007	101.156	105.253
YER027C	88.567	99.412	53.878
YKR073C	132.798	45.205	32.576
YDL013W	124.305	91.344	33.704
YMR104C	157.607	51.262	88.108
YER185W	54.791	84.461	97.87
YKR088C	141.385	35.331	40.321
YGR204C-A	105.967	79.227	125.55
YNL199C	84.844	50.863	70.606
YMR206W	157.312	56.241	128.387
YCR026C	133.005	106.663	58.452
YMR246W	144.699	58.153	131.049
YBR060C	128.088	104.165	95.726
YER159C-A	72.579	72.579	110.622
YPR036W	151.841	60.127	56.8
YBR076W	133.083	101.345	106.838
YNL317W	62.977	20.496	108.425
YLL019C	104.644	117.504	43.291
YGR235C	95.715	84.713	135.512
YEL067C	90.189	112.154	72.866
YER065C	62.152	98.711	90.083
YDR177W	154.38	19.149	104.12
YKL225W	123.359	14.788	59.57
YLR406C-A	88.861	99.685	197.526
YHR052W	159.662	100.499	79.402
YKR026C	118.007	67.726	34.326
YJR043C	76.874	63.753	38.379
YJR012C	81.699	80.305	19.429
YKL060C	114.599	48.254	46.502
YKL173W	98.138	25.087	62.964
YHL002C-A	139.85	112.624	29.557
YCL068C	133.814	126.89	68.868
YLR383W	98.353	104.814	199.208
YKL035W	121.972	50.975	27.392
YLR264C-A	91.086	115.29	193.812
tQ(UUG)C	131.189	104.853	59.293
tQ(UUG)B	132.812	108.821	94.509
YLR369W	106.685	105.34	198.464
YNL073W	60.891	86.24	77.264
YDR037W	145.267	65.095	59.168
YDR469W	97.106	18.495	120.018
tQ(UUG)H	130.589	99.787	46.923
YGR040W	106.535	126.815	87.845
YNL160W	66.337	55.613	86.069
tQ(UUG)L	99.362	107.052	139.203
RUF8	147.748	101.771	115.169
YMR013C	121.389	84.217	39.403
YDR326C	121.519	20.107	124.659
YFL020C	120.74	99.077	28.316
RUF7	116.88	101.013	23.814
RUF6	141.904	31.422	79.338
YNL328C	67.127	31.038	119.757
YJL014W	91.452	91.336	18.544
YDR219C	129.947	22.0	111.121
YCR011C	135.489	119.565	41.704
YNL055C	60.284	90.384	65.721
YIL134C-A	88.474	99.767	89.665
YMR031C	142.264	65.409	51.59
YML045W-A	155.263	76.541	61.313
YOR174W	77.787	20.623	94.001
YFL002C	121.095	103.289	25.203
YDR155C	147.937	20.852	95.806
YPR149W	151.249	27.681	63.814
YGL181W	73.874	83.79	124.246
YJL176C	39.558	52.705	83.766
YPL087W	157.151	75.718	91.356
YNL015W	91.25	105.484	21.442
YCR084C	132.572	108.826	76.83
YDR302W	128.826	19.36	123.546
YMR002W	124.647	101.382	33.426
YJL054W	63.49	70.836	46.795
YHR178W	134.659	94.907	105.781
YHL050W-A	160.865	98.213	56.204
YPL187W	126.851	60.506	104.117
YLR283W	93.882	109.979	197.345
YPL170W	135.585	67.892	103.055
YPR001W	136.889	94.088	22.928
YPR022C	143.232	78.027	41.141
YNL335W	67.999	39.324	119.556
YJL225W-A	42.079	56.408	71.9
YPR154W	149.985	24.564	66.696
YBR085C-A	135.105	94.485	99.393
YJL109C	71.231	72.381	72.183
tR(UCU)J2	91.081	79.756	42.257
tR(UCU)J1	77.99	79.19	45.205
YER089C	81.363	79.321	97.952
YAL038W	101.947	71.725	15.318
YML057C-A	169.636	75.295	63.784
YOR074C	80.794	33.487	49.058
YAL047C	93.026	65.001	11.912
YDR285W	128.566	17.894	122.609
YDL246C	81.008	36.818	91.981
YJR152W	75.238	44.088	66.09
YGR107W	114.885	109.586	115.789
YAR019W-A	99.216	112.072	6.513
YKL025C	128.186	63.852	19.429
YAR008W	107.934	110.18	1.671
YOR003W	109.47	91.664	21.74
YIL169C	72.35	114.086	84.964
YOR320C	66.252	34.474	116.007
YOL097C	80.662	39.899	64.197
YNL122C	73.551	61.765	87.551
YJL096W	50.711	77.761	65.322
YDR407C	94.304	7.369	131.138
YNR020C	76.164	103.911	30.159
tT(AGU)C	154.223	119.91	82.577
YBR258C	120.21	89.984	135.71
YNL146W	58.787	54.314	84.938
YFR019W	120.636	86.342	15.191
YLR262C-A	87.66	114.638	192.661
YHR142W	157.055	96.514	100.783
YPL129W	142.744	65.486	102.832
YBR223C	123.572	87.561	127.618
YMR231W	150.833	56.675	132.519
YNL241C	65.278	42.327	79.848
YBR190W	133.226	89.969	134.161
snR46	110.076	136.79	69.44
YJL154C	42.234	75.745	84.863
snR44	107.861	103.381	198.445
snR45	153.304	33.747	61.548
snR42	129.621	40.401	27.082
snR43	130.274	125.856	26.854
snR40	65.0	37.747	100.316
YJL123C	55.466	80.499	68.133
YLR196W	99.175	124.68	186.527
YPL047W	165.677	85.561	56.145
YER086W	75.736	82.118	98.511
snR48	102.249	128.404	102.261
YMR153C-A	163.801	49.696	104.053
YIL147C	79.752	104.417	93.738
YMR027W	138.485	68.253	49.362
YLR287C-A	95.4	108.502	198.134
RPR1	85.784	122.723	33.957
YBR176W	131.694	88.154	126.872
YDR207C	134.793	17.597	106.94
YFR026C	125.195	74.337	7.807
YPL036W	156.245	82.895	43.554
YDR533C	100.76	17.211	108.677
YGL085W	78.114	116.552	96.41
YML081C-A	153.204	77.505	78.871
YNL128W	62.469	56.512	86.803
YKL017C	126.506	75.556	23.354
YLR312C	106.296	103.697	198.839
YLR230W	90.75	114.656	194.166
YKL191W	108.76	24.933	69.017
YNR006W	98.795	107.654	22.63
YPL201C	141.83	51.261	114.137
YLR436C	104.501	90.51	197.814
YOR023C	96.001	58.81	30.535
YPL200W	141.146	51.601	113.648
YNR054C	59.265	92.626	44.908
YBL018C	119.805	102.928	55.842
YDR004W	123.918	89.533	36.406
YOL137W	56.469	50.452	68.833
YLR410W	89.292	95.531	197.374
YDR530C	100.355	13.759	107.625
YDR131C	140.976	24.635	91.821
YIL012W	114.828	111.723	29.738
YEL031W	79.562	119.259	46.414
YOL071W	80.724	49.977	52.262
YNR053C	58.296	93.745	44.35
YDL063C	136.409	44.845	62.913
YER144C	75.458	66.382	106.258
YOL039W	96.852	56.826	40.545
YDR130C	140.603	25.429	91.314
YFR034W-A	120.963	72.724	21.51
YIL083C	106.405	94.182	84.348
tL(CAA)K	123.021	81.623	25.611
YNL298W	66.553	33.127	97.07
YBR290W	133.951	88.616	143.068
YCL010C	128.525	125.331	28.657
YIL096C	102.563	87.571	81.262
YML113W	128.684	67.249	84.129
YLR084C	94.491	116.406	90.299
YHL011C	144.303	107.061	36.702
YFR010W-A	117.212	97.127	25.023
YLR208W	109.755	123.322	185.647
tE(UUC)E2	88.699	78.851	94.584
YLR330W	115.449	96.199	195.113
YIL080W	107.739	97.084	83.187
YFR051C	115.397	64.994	23.481
YHL037C	148.802	100.422	55.956
YHL009W-B	140.967	108.864	32.309
YHL009W-A	141.796	108.338	33.384
YNR068C	58.725	97.325	49.694
YOL057W	88.537	51.878	44.863
YFR004W	118.825	100.866	24.547
YMR303C	120.764	56.743	124.026
YLR384C	96.362	105.429	198.961
YOR369C	69.99	49.226	123.807
YOR025W	95.456	58.085	32.014
YOR092W	83.16	33.654	64.669
YML128C	121.39	66.766	83.284
YDR411C	97.742	11.8	129.531
YOR384W	70.569	56.223	124.079
YBR205W	131.999	94.297	133.884
YOR321W	64.297	33.9	116.901
YGL070C	85.715	114.159	96.929
YMR186W	159.023	63.068	112.691
YCR098C	155.104	119.793	82.049
YOL038C-A	96.658	56.536	40.289
YMR278W	128.337	53.88	118.765
YER184C	55.2	84.747	99.161
YML133W-B	115.146	64.492	91.574
YLR136C	98.895	113.935	113.27
YML133W-A	115.489	64.92	90.738
YGL260W	79.702	75.681	116.317
YMR107W	163.93	48.609	87.591
YMR207C	156.912	58.007	130.478
YML015C	143.646	96.209	35.667
YOR197W	75.797	23.962	94.314
YKR089C	142.574	34.871	41.125
YDL041W	124.667	56.014	53.3
YKR072C	132.596	44.845	32.741
YDL014W	124.745	90.41	34.993
YHR015W	131.348	99.813	47.404
YCR027C	131.653	105.255	58.958
YML040W	154.213	79.202	55.979
YDL194W	102.993	14.053	90.811
YER079W	69.187	88.452	99.118
YER024W	85.806	102.878	52.766
YDL009C	124.197	92.658	31.592
YOR230W	58.013	20.012	99.455
YNL198C	85.425	51.259	71.119
YGR234W	95.663	85.122	136.061
YMR178W	158.763	56.704	106.126
YGL115W	69.87	101.254	104.472
YMR247C	143.01	56.689	129.51
YPR037C	151.148	59.24	58.124
YBR077C	132.84	101.16	106.793
YEL068C	90.171	112.498	72.88
YDR176W	154.338	19.96	103.996
YNL090W	46.503	84.685	86.644
YDR381W	113.074	16.599	133.7
YGL103W	62.137	98.963	100.161
YDR484W	102.237	20.62	117.284
YOR207C	77.95	26.7	97.492
YMR225C	160.692	59.95	135.697
YGR192C	102.926	84.438	124.056
YBR095C	143.625	102.395	107.011
YDR209C	132.815	19.641	108.462
YBL045C	128.424	124.582	85.653
YDR524C	100.015	8.45	109.849
YGR043C	106.617	129.195	90.391
YPR184W	148.461	35.427	79.119
YPL223C	135.217	58.696	128.017
YPL272C	145.689	80.134	118.738
YDR422C	105.558	20.66	124.507
YER064C	63.473	97.703	88.622
YPR002C-A	137.789	92.693	23.76
YOL002C	113.026	88.278	23.343
YNL218W	73.703	50.512	80.527
YLR407W	88.901	99.14	197.505
YBR088C	139.532	97.356	101.789
YLR076C	96.456	126.795	89.511
YBR055C	136.459	108.619	94.51
YOR175C	77.625	21.88	94.081
YEL032C-A	80.679	115.922	48.788
YFL005W	119.119	102.856	19.773
YCR010C	133.726	118.693	39.948
YCR062W	141.509	109.669	89.328
YMR152W	164.194	48.51	103.196
YJL015C	91.513	90.94	18.859
YMR125W	154.761	49.856	96.348
YLL002W	101.465	101.386	22.603
YGL028C	94.706	109.083	64.29
YJR031C	79.283	72.399	34.522
YCL026C-A	121.138	114.956	43.028
YGR216C	105.922	84.223	136.91
YNL225C	76.319	50.917	80.874
YNL012W	95.476	106.475	20.809
YJL220W	55.073	61.402	76.578
YJL055W	62.342	70.627	46.762
YPR102C	156.557	54.53	74.509
YNL334C	68.027	39.059	119.55
YNL188W	83.367	52.554	86.261
YHR108W	153.048	84.24	93.126
YPL064C	166.575	77.841	78.291
tV(AAC)M2	136.979	39.72	67.477
tV(AAC)M3	156.693	49.753	106.299
YHR182C-A	132.106	89.344	105.754
tV(AAC)M1	150.117	46.74	60.071
YCR085W	133.187	109.135	76.772
YPL184C	126.474	62.884	103.151
YLR282C	93.915	110.299	197.231
YPR153W	150.225	25.137	66.039
YKR066C	130.96	39.906	30.729
YDR252W	125.713	23.413	112.867
YLL003W	102.552	101.595	24.199
YJL037W	91.16	80.097	40.094
YDR054C	159.726	44.9	70.202
YBR008C	126.072	110.823	41.596
YML009W-B	138.322	99.144	32.33
YDR109C	141.144	24.435	84.777
YDR221W	130.104	21.164	111.714
YLR109W	95.405	123.29	99.274
tV(AAC)G1	77.536	120.83	79.52
YKR009C	123.791	82.896	23.607
YKL103C	109.917	39.406	58.583
YMR078C	138.423	39.927	69.203
YLR094C	102.815	100.0	87.778
YDL154W	107.335	11.741	71.754
YLR114C	93.818	125.473	103.305
YLR041W	73.582	120.736	73.721
YCLX06C	121.628	114.449	45.052
YML037C	152.939	79.471	51.059
YJR060W	69.168	62.258	46.353
tR(ACG)E	69.545	72.218	112.305
YDL089W	123.828	29.356	60.812
YPL159C	132.756	60.871	103.974
YBR102C	142.708	101.012	111.584
YNL144W-A	58.941	54.309	84.68
YNL161W	67.425	55.635	88.784
YIL146C	79.683	104.036	90.821
YDR096W	136.714	32.802	74.988
YJL120W	56.635	79.059	67.85
YDR055W	159.058	43.363	70.782
YLR195C	97.397	124.466	186.667
YPL046C	165.018	85.675	55.539
YAL066W	84.554	60.995	17.624
YLR315W	107.775	102.051	198.568
YCR081C-A	132.012	109.181	77.07
YKL196C	106.932	21.705	72.148
YNR005C	99.138	107.992	21.88
YIL036W	103.39	126.813	60.492
YIL054W	97.69	126.984	77.561
YMR121C	154.144	44.061	96.149
YPL011C	131.24	90.882	30.046
YFR021W	122.699	82.237	10.189
YNL129W	61.999	56.24	86.873
YKL016C	126.015	76.681	23.934
YPL111W	163.111	62.328	104.493
YFL049W	111.096	77.898	49.977
tL(UAG)L2	98.937	105.036	199.288
YKL174C	97.861	22.978	62.187
YJR013W	80.983	79.755	19.479
YFR057W	117.935	58.872	13.041
YKL121W	102.203	25.856	54.803
YKR027W	119.477	66.465	33.568
YHR053C	159.864	100.126	79.942
YLR380W	101.085	102.112	199.603
YKL034W	122.898	52.726	27.148
YOR142W-B	78.793	18.215	75.611
YKL061W	114.941	47.999	46.83
YOR142W-A	78.978	18.457	74.717
YMR281W	122.976	56.534	120.173
YKL169C	98.606	30.169	63.53
YMR012W	120.139	86.574	39.264
YER093C	88.702	77.071	95.567
YPR111W	158.103	53.908	76.188
YOR032W-A	95.196	58.529	42.942
YFL027C	130.063	98.429	30.177
YDR468C	96.771	18.637	120.329
YLR174W	90.255	125.935	180.476
snR73	122.647	82.439	39.705
snR72	122.647	82.439	39.705
snR71	146.195	104.902	88.943
snR70	147.85	56.003	77.011
snR77	122.129	83.125	39.554
snR76	122.385	82.778	39.625
snR75	122.385	82.778	39.625
snR74	122.385	82.778	39.625
YFR003C	119.01	101.07	25.155
snR79	93.964	108.249	94.227
snR78	122.129	83.125	39.554
YIL033C	104.461	125.328	57.143
YOR368W	69.872	49.07	123.32
YGR128C	103.898	95.268	116.415
YPL133C	138.58	66.292	101.717
YIL048W	100.832	122.923	71.881
YIL142C-A	81.078	101.398	86.816
YLR441C	108.787	91.58	197.146
YOL056W	89.539	52.519	45.502
YHL034C	152.795	99.777	53.624
YMR302C	121.067	57.052	124.683
YOR072W-B	82.754	34.089	48.891
YOR026W	95.12	57.668	33.186
YBR230W-A	120.874	83.539	126.645
YGL073W	85.581	112.945	98.403
YMR189W	158.271	60.51	116.203
YBR204C	132.419	93.983	133.94
YGR022C	112.391	129.125	57.695
YLR221C	108.109	121.04	189.3
YGR106C	116.329	112.337	116.418
YGR065C	104.496	121.845	103.862
YIL168W	74.056	111.884	85.837
YGL086W	77.002	115.919	96.138
YJR155W	71.283	44.424	60.716
YAL044C	94.555	64.805	11.671
YPR081C	151.803	50.627	69.511
YKR004C-A	124.549	88.523	19.915
YBR124W	145.813	93.637	118.153
YNR023W	73.441	103.021	30.137
YOL096C	81.499	40.394	65.127
YDR284C	129.233	16.993	122.713
YAL004W	112.807	107.736	8.639
YJL097W	50.923	77.446	65.391
YOR121C	85.719	17.033	61.355
YBR277C	124.602	92.801	149.718
YNL135C	62.309	58.575	88.026
YHR079C-A	142.131	87.723	86.22
YDR406W	92.432	6.209	131.343
YOR048C	87.781	49.461	45.542
YNL147W	58.766	54.339	85.122
YPR163C	142.223	28.134	77.121
YHR143W	156.589	97.639	100.463
YMR315W-A	121.583	60.21	120.417
YLR157W-E	92.927	124.533	162.008
YOR306C	57.042	35.231	115.592
YCL017C	124.739	124.821	36.693
YNL091W	46.208	82.716	87.327
YER025W	87.353	101.445	53.15
YCL004W	130.976	125.55	26.371
YCL054W-A	129.792	117.892	57.639
YBR096W	143.908	103.179	107.895
YJL206C	47.488	54.873	92.755
YBL044W	128.637	125.116	85.786
YHL012W	144.447	106.547	37.576
tG(GCC)F2	118.939	89.729	20.292
YDR430C	104.563	13.696	124.271
YGL102C	62.137	98.963	100.161
YDR487C	103.832	24.189	119.317
YPR185W	151.231	34.734	78.287
YPL273W	147.017	80.634	119.409
YGR015C	113.376	123.758	52.899
YOR242C	66.087	30.576	103.985
YGL248W	78.585	87.588	126.651
YBR185C	130.097	90.436	130.095
YOL159C-A	47.522	59.864	61.029
YLR077W	95.919	126.382	90.021
YBR056W	134.571	109.067	94.553
YLL020C	104.035	118.562	43.893
YDR525W	99.754	8.738	109.136
YGL051W	78.681	118.329	84.139
snR189	129.1	105.355	66.255
YER178W	55.948	84.598	104.584
YOL003C	113.351	87.329	23.884
YPL222W	134.746	57.372	128.0
YBR137W	143.577	95.94	125.22
YHR121W	154.166	90.52	95.595
YHR034C	140.836	93.931	64.01
YBL019W	120.059	103.386	56.536
YOL070C	80.627	49.692	51.413
YOL138C	54.634	50.931	66.908
YDL062W	135.723	45.418	62.75
YJL085W	60.32	74.904	57.555
tL(CAA)D	105.135	26.15	116.065
tL(CAA)C	124.127	124.392	38.307
tL(CAA)A	94.278	112.712	4.329
tL(CAA)N	47.442	72.784	88.595
YER147C	78.664	66.609	105.372
tL(CAA)M	156.22	44.548	94.454
YIL015W	112.176	115.608	35.724
YEL030W	79.073	122.146	45.482
YBR291C	133.644	88.281	143.534
YPL135C-A	136.451	66.206	101.43
YOL038W	96.461	56.247	40.025
YDR183C-A	145.73	18.672	104.458
YLL056C	101.719	100.638	65.228
YML114C	127.702	67.518	83.982
YCR108C	149.637	124.654	81.682
YHR201C	128.655	102.655	110.149
tF(GAA)G	93.987	109.432	64.722
YNL299W	65.667	31.12	96.548
YGR008C	115.083	118.398	43.972
YKL211C	106.371	33.439	70.63
YNL311C	64.061	20.045	100.997
YDR220C	130.091	21.595	111.404
YJL030W	94.05	85.342	33.368
YLR424W	103.054	97.433	199.464
YCR067C	141.305	115.392	88.2
YGR248W	97.89	79.084	128.194
tF(GAA)M	146.865	53.441	56.338
YCL066W	133.965	126.168	68.378
YER043C	76.531	96.119	67.558
YBR074W	133.199	101.289	106.329
YOR150W	73.962	12.775	78.393
YKL102C	109.92	38.826	57.97
YCL059C	133.388	120.788	62.445
YLR095C	102.924	100.956	88.598
YBR034C	147.101	111.396	75.346
YML036W	152.362	79.434	50.464
YLR331C	115.611	95.768	194.978
YLR040C	73.533	120.806	73.352
YDL236W	99.51	35.276	88.973
YDL088C	124.66	30.335	61.067
YJR063W	72.399	62.038	46.621
YLR113W	95.077	124.809	100.864
YMR161W	156.433	54.032	105.77
