id	pdbindex
YKL138C	13345
YBL079W	600
YNL056W	21979
YPL093W	25407
YOR038C	23302
YFL001W	7140
YDR150W	4184
YPL188W	25047
YDL235C	2731
YBL071C-B	624
YER147C-A	6645
YLR264W	15630
YKL170W	13236
YKR023W	13942
YDL218W	2798
YKL001C	13852
YKL038W	13709
YPR157W	26347
YPR137C-B	26278
YPR137C-A	26282
YLR286C	15703
YNL016W	22151
YDR496C	5549
YHL030W-A	9623
YDR307W	4818
YLR163W-A	15270
YML099C	19265
YLR421C	16215
YLR090W	14927
YMR325W	20948
YCR035C	2439
YJR064W	12618
YGL135W	7884
YML022W	19572
YCRX07W	2470
YER046W	6201
YDL118W	3159
YMR029C	19773
YIR030C	11479
YKL107W	13447
YKR050W	14032
YJR079W	12665
YDL085W	3272
YGL017W	8295
YKR018C	13924
YDL150W	3032
YOR171C	23800
YNL038W	22059
YKL003C	13849
tE(CUC)D	4698
YHR001W-A	9760
YOL165C	22500
YBR188C	1653
YIL139C	10831
YLR246W	15539
YJR119C	12795
YER046W-A	6202
YLR359W	15974
YHR069C	10012
YDR329C	4918
YGL180W	7697
YIL142W	10822
YFR025C	7252
YHR065C	10001
YGL249W	7442
YJL081C	12073
YJL202C	11612
YKL192C	13135
YCRX04W	2436
YHR002W	9763
YNL138W	21679
YLR311C	15799
YOR133W	23647
YPR098C	26121
YNR009W	22230
YOL161C	22517
YDL136W	3100
YGL142C	7848
YMR052C-A	19875
YJR151C	12932
YGR179C	9083
YGR102C	8764
tR(UCU)K	13299
YKL065C	13607
YBR139W	1478
YGR110W	8803
YJR046W	12550
YHR188C	10510
YMR208W	20484
YDL172C	2962
YIL002W-A	11355
YFL023W	7028
YBR154C	1542
YNL116W	21762
YDR092W	3924
YNL139C	21671
YPL108W	25360
YDR361C	5056
YBR171W	1602
YNL130C-A	21707
YJL052C-A	12180
YIR039C	11508
YNL070W	21931
YDR451C	5387
YLR445W	16333
YOR032C	23275
YGL255W	7417
YLR231C	15497
YFR007W	7164
YBR083W	1265
YOR128C	23625
YLR333C	15875
YHR103W	10187
YDR365W-B	5083
YLR179C	15313
YHL030W	9630
YML031C-A	19543
YBR200W	1688
YNL262W	21247
YAR028W	365
YAR053W	412
YGL077C	8100
YPL204W	24993
YPL251W	24811
YLR444C	16332
YOL069W	22893
YLL042C	14389
YDR412W	5254
YIL009C-A	11326
YOR352W	24489
YOL134C	22635
YBR302C	2058
tX(XXX)L	15853
YOR091W	23482
YKR101W	14257
YGR026W	8441
YAL040C	128
YDR288W	4739
YBR157C	1553
tK(UUU)G1	7605
YNL284C	21151
tK(UUU)G2	8776
YOR077W	23438
YOL143C	22604
YOL043C	22992
YDR402C	5210
YIL026C	11266
YDR042C	3746
YBR197C	1676
YHR147C	10330
YJL204C	11608
YJL093C	12016
YDR003W	3573
YBR086C	1288
YNL244C	21319
YNR027W	22295
YER039C-A	6173
YMR317W	20932
YLR458W	16397
YOR251C	24100
YPR181C	26460
YCL008C	2267
YBR092C	1302
YEL064C	5775
YNL095C	21836
YOR393W	24656
YDR529C	5657
YCR075W-A	2552
YDL059C	3353
YOR204W	23942
YEL012W	5978
YBL040C	730
YBL113C	450
YBR298C-A	2054
YDR382W	5143
YDR483W	5508
YOR219C	24001
YER061C	6272
YLR135W	15113
YLR022C	14653
YLR402W	16134
YPL226W	24910
YLR073C	14847
YER183C	6821
YML018C	19585
YDL044C	3413
YLR160C	15257
YDL011C	3529
YOL021C	23062
YER112W	6489
YDR355C	5036
YDR202C	4379
YBR295W	2034
YNL270C	21218
YKL018W	13783
YIL011W	11322
YEL034W	5886
YHL015W	9695
YNR050C	22373
YOR010C	23187
YDR134C	4107
YHR125W	10262
YKL208W	13069
YDL176W	2950
YGR004W	8381
YML110C	19215
YOR302W	24260
YIL087C	11054
YAR075W	448
YER058W	6258
YGL048C	8195
YHL016C	9690
YMR193W	20415
YLL039C	14413
YCR053W	2489
YML023C	19570
YLR437C-A	16309
YMR272W-B	20736
YLR091W	14929
YMR272W-A	20735
YDR164C	4230
YPR029C	25914
YIL068W-A	11120
YKR053C	14043
YML098W	19269
YJL034W	12269
YLR420W	16213
YJR067C	12638
YIL100C-A	11009
YFL048C	6923
YLR117C	15051
YDL153C	3028
YOR176W	23820
YOR109W	23548
YMR071C	19936
YIR033W	11490
YBL089W	546
YDL084W	3276
YGL016W	8301
YDL216C	2803
YJR042W	12534
YMR120C	20131
YER029C	6140
YCL055W	2111
YGL116W	7955
YKR075C	14135
YCL074W	2061
YNR034W-A	22329
YOR194C	23918
tC(GCA)B	1731
YIL105W-A	10989
YIL102C-A	11001
tC(GCA)G	8788
YMR102C	20056
YCR071C	2535
YPR144C	26304
YMR051C	19869
YDR175C	4291
YAL031W-A	165
ICR1	11445
YPR034W	25943
YOR189W	23874
YOR154W	23745
YGR233C	9287
YPR121W	26222
YCR039C	2454
YOR396C-A	24668
YLL017W	14509
YPR061C	26016
YGR226C	9268
YML047W-A	19474
YNL315C	21032
YOR299W	24253
YEL065W	5771
YDR420W	5282
YHR189W	10513
YNR033W	22322
YLR385C	16070
YCR045W-A	2472
YMR008C	19677
YPL026C	25666
YDL133C-A	3108
YMR119W-A	20128
YDL171C	2969
YDR545W	5717
YKL062W	13622
YMR023C	19754
YLR218C	15431
YBR138C	1474
YJL218W	11549
YLR222C	15445
YNL162W	21607
YDR093W	3931
YMR282C	20782
YIL109C	10972
YDR362C	5059
YFL022C	7033
YPL109C	25356
YJL156C	11760
YFL026W	7010
YNL115C	21766
YNL071W	21928
YMR088C	20003
YGR211W	9206
YKL139W	13342
YPL060W	25533
YJL069C	12128
YDR344C	4988
YIL067C	11127
YLR298C	15734
YDL201W	2864
YNL057W	21977
YDR157W	4204
YJR058C	12594
YDR464W	5446
YDR332W	4928
YER087W	6377
YLR285W	15700
YPR156C	26341
YDR359C	5051
YKL124W	13397
YLR267W	15642
YKL171W	13232
YDL219W	2795
YNL017C	22149
YCR086W	2581
YML083C	19315
YPL172C	25113
YJL056C	12168
YKR024C	13947
YDR265W	4663
YBR244W	1861
YBR156C	1549
YIL167W	10713
YOR076C	23435
YEL059C-A	5799
YOL142W	22606
YDR287W	4737
YGL209W	7567
YDR405W	5220
YOL091W	22786
YLR400W	16129
YLR099W-A	14967
YGL041W-A	8212
YCL031C	2184
YIL027C	11262
YDR199W	4373
YHR219C-A	10658
YPL127C	25281
YNL243W	21323
YJL090C	12032
YJR061W	12608
YBR196C	1671
YMR182C	20364
YHR140W	10306
YDR002W	3571
YOR311C	24293
YMR039C	19812
tQ(UUG)D1	3706
YOL164W	22508
YLR358C	15972
YHR068W	10009
YDR039C	3730
YGR149W	8953
YIR002C	11372
YLR198C	15379
YJL205C	11605
YJR118C	12792
YBR072C-A	1211
YOR344C	24449
YIL141W	10824
YFR024C	7249
YHR028W-A	9879
YLR245C	15537
YKL193C	13133
YCRX05W	2461
YNL067W	21944
YOR135C	23655
YML045W	19488
YLR310C	15793
YLR232W	15498
YNL281W	21161
YDL187C	2915
YDL237W	2726
YJR085C	12675
YOL133W	22635
YJR150C	12923
YOR125C	23613
YOL077C	22867
YBR301W	2057
YDR137W	4123
YHR031C	9888
YKL209C	13063
YFL011W	7070
YLR278C	15688
YLR003C	14599
YGR049W	8557
YDL061C	3345
YLR337C	15892
YER113C	6492
YEL033W	5887
YNR051C	22379
YBR292C	2015
YJL045W	12218
YHR122W	10252
YKL164C	13259
YHL017W	9686
YJR010C-A	12420
YIL085C	11057
YMR190C	20400
YGR005C	8385
YML111W	19211
YBR296C-A	2045
YFR052W	7350
YGL240W	7472
YAR074C	447
YCL076W	2060
YLR332W	15866
YOR392W	24653
YOR272W	24161
YOR058C	23364
YGR127W	8869
YFR006W	7158
YHL031C	9622
YHR217C	10655
YAL064W-B	19
YOR275C	24174
YDR413C	5254
YGR088W	8685
YBR203W	1706
YER036C	6163
YAR029W	368
YNL238W	21351
YOR090C	23478
YJL198W	11628
YPL207W	24985
YCL005W-A	2268
YGR027C	8443
YOL135C	22633
YOR323C	24338
YLL041C	14391
YAR052C	410
YKR074W	14133
YCR070W	2531
YOR193W	23916
YGL117W	7952
YER026C	6130
YMR201C	20447
YMR105C	20068
YER182W	6820
YLR069C	14830
YCR025C	2381
YML042W	19502
YJL110C	11925
YMR050C	19865
YDR069C	3837
YKR048C	14026
YGR232W	9283
YEL066W	5768
YBL055C	677
YPR035W	25949
YBR071W	1206
YNL314W	21034
YLL018C	14505
YOL114C	22701
YDR227W	4503
YDL130W-A	3123
YGL187C	7674
YDR174W	4289
YPR177C	26448
YLR224W	15458
YCR038C	2451
YOR157C	23757
YNL257C	21269
YGL101W	7999
YOR250C	24097
YIL029W-A	11254
YNR030W	22303
YBL043W	719
YPR042C	25967
YCL009C	2264
YEL048C	5844
YGL259W	7391
YGR190C	9135
YBR093C	1305
YPR182W	26464
YBL112C	451
YDR034C	3686
YGL054C	8176
YLR021W	14652
YAL037C-B	141
YLR134W	15107
YDR263C	4654
YLR161W	15262
YLR074C	14848
YNL216W	21430
YER066W	6295
YPL225W	24915
YDL043C	3416
YDR489W	5527
YDL012C	3527
YCR023C	2373
YDR218C	4473
YOL013W-B	23096
tV(AAC)G2	9021
YMR089C	20008
tS(AGA)D3	5275
YDR345C	4992
YJL177W	11686
YOR108W	23542
YNL339C	20951
YGL139W	7868
YJL068C	12131
YNL054W	22000
YKL108W	13444
YOR248W	24090
YGR210C	9202
YJL017W	12316
YPL062W	25527
tL(UAA)J	12353
tL(UAA)K	13142
YHR179W	10470
tL(UAA)N	22396
YOR137C	23659
YNL049C	22017
YDR250C	4584
YMR001C-A	19657
YKL172W	13227
YKR025W	13950
tV(AAC)K1	13590
tV(AAC)K2	13733
YCR087W	2582
YDR305C	4810
YDR205W	4385
YJR059W	12598
YJL108C	11941
YLR266C	15637
YFR055W	7373
YER088C	6382
YLR284C	15697
YPL171C	25117
YHL029C	9638
YDR056C	3795
YPR007C	25804
YFR009W-A	7172
YBL104C	484
YPR028W	25911
YLR096W	14953
YJL035C	12265
YKR052C	14040
YBR073W	1214
YOR120W	23597
YER040W	6176
YIR032C	11485
YBL088C	555
YLR083C	14874
YHR039C-A	9919
YGL015C	8304
YJR066W	12630
YLR116W	15047
YER008C	6054
YIR028W	11473
YMR127C	20160
YDL223C	2782
YOR177C	23827
YOR008C-A	23180
YLR192C	15362
YBR177C	1616
YIL140W	10827
YOL163W	22514
YJL155C	11764
YLL062C	14318
YIR004W	11382
YJL215C	11557
YFR027W	7260
YJL122W	11884
YAL064W	38
YGR148C	8949
YKR069W	14119
YDR459C	5430
YLR244C	15535
YBR111W-A	1370
YJR084W	12673
YLR233C	15501
YLR313C	15807
YNR007C	22223
YJR153W	12951
YKL190W	13140
YGL084C	8077
YML084W	19313
YGL239C	7473
YLR382C	16051
YKL063C	13617
YLR154C-H	15222
YDL170W	2978
YDR385W	5153
YLR154C-G	15209
YJR044C	12542
YLR219W	15434
YMR009W	19683
YNL072W	21926
YDR363W	5064
YFL021W	7037
YJL219W	11545
YMR283C	20786
snR39B	8107
YLR199C	15381
YBR259W	1908
YNL114C	21770
YDR090C	3915
YIL108W	10978
YNL163C	21601
snR55	15873
snR54	19441
snR57	15874
snR56	621
YER093C-A	6410
snR50	23013
snR53	5837
snR52	6576
YJR135W-A	12858
YFR050C	7343
snR58	22766
tG(GCC)O2	23058
YLR447C	16339
YNR069C	22468
YOL058W	22934
YBR182C-A	1636
YAR019C	342
YOR024W	23250
YJL140W	11807
YML129C	19143
YMR187C	20385
YOR359W	24518
YNL239W	21347
YDR410C	5249
YGR020C	8428
YOR093C	23494
YLL040C	14402
YCL032W	2182
YBR193C	1664
YAL046C	109
YDR198C	4371
YAL039C	133
YOR184W	23854
YIL166C	10718
YLR403W	16137
YNL240C	21342
YOR002W	23154
YJL012C-A	12326
YOR075W	23431
YDR404C	5218
YOL118C	22688
YHR077C	10052
YFR018C	7211
YHR141C	10309
YPL056C	25570
YNL242W	21331
YNL162W-A	21605
YPL128C	25278
YOL090W	22792
YNL145W	21649
YJL091C	12028
YBR222C	1780
YNR021W	22282
YDR380W	5134
YGR191W	9137
YBR094W	1311
YLR157W-D	15236
YDR527W	5648
YGR042W	8534
YLR338W	15894
YDR485C	5516
tM(CAU)J2	12350
YPL239W	24863
YPR183W	26465
YOR206W	23951
YBL042C	724
YEL017C-A	5960
YNL093W	21844
YOR391C	24652
YOL001W	23145
YDR525W-A	5645
YBR089W	1296
YLR075W	14851
YBR054W	1132
YPL224C	24918
YLR137W	15119
YLR020C	14649
YNL217W	21426
YLR404W	16142
YDL042C	3419
YMR226C	20558
YLR154W-A	15189
YDR531W	5662
YIL013C	11315
YHR214W-A	10630
YPL206C	24989
YOL136C	22630
YDL060W	3350
YLR002C	14595
YPR084W	26078
YBR293W	2020
YNR052C	22384
YHR032W	9892
YEL032W	5891
YOL076W	22870
YER145C	6636
YDR136C	4120
YER110C	6475
YHR123W	10255
YHR203C	10554
YJL136W-A	11816
YOR304W	24266
YLR023C	14657
YEL050W-A	5833
YML112W	19205
YHL010C	9710
YIL082W	11066
YMR191W	20406
YDL071C	3326
YLR108C	15019
YPR176C	26446
YKR008W	13880
YLR017W	14640
YDR226W	4498
YDR509W	5601
tM(CAU)O1	23914
tM(CAU)O2	24447
YER172C-A	6787
YLR097C	14957
YDR108W	4009
YJL036W	12263
YER041W	6181
YER009W	6059
YBR036C	1064
YBR191W-A	1659
YGR193C	9144
YMR079W	19965
YLR115W	15043
YLR140W	15131
YMR126C	20157
YGL014W	8309
YML043C	19496
YLR068W	14826
YMR279C	20765
YMR258C	20681
YGL114W	7963
YER027C	6133
YKR073C	14131
YDL013W	3524
YMR104C	20063
YER185W	6834
YKR088C	14184
YGR204C-A	9192
YNL199C	21475
YMR206W	20467
YCR026C	2384
YMR246W	20636
YBR060C	1168
YER159C-A	6709
YPR036W	25952
YBR076W	1227
YNL317W	21027
YLL019C	14498
YGR235C	9297
YEL067C	5767
YER065C	6286
YDR177W	4298
YKL225W	12979
YLR406C-A	16149
YHR052W	9967
YKR026C	13952
YJR043C	12538
YJR012C	12424
YKL060C	13628
YKL173W	13222
YHL002C-A	9750
YCL068C	2078
YLR383W	16058
YKL035W	13715
YLR264C-A	15632
tQ(UUG)C	2391
tQ(UUG)B	1147
YLR369W	16005
YNL073W	21923
YDR037W	3717
YDR469W	5463
tQ(UUG)H	9813
YGR040W	8526
YNL160W	21618
tQ(UUG)L	15181
RUF8	1370
YMR013C	19706
YDR326C	4910
YFL020C	7043
RUF7	7091
RUF6	26377
YNL328C	20990
YJL014W	12321
YDR219C	4476
YCR011C	2325
YNL055C	21981
YIL134C-A	10847
YMR031C	19781
YML045W-A	19484
YOR174W	23812
YFL002C	7136
YDR155C	4202
YPR149W	26323
YGL181W	7691
YJL176C	11691
YPL087W	25431
YNL015W	22155
YCR084C	2577
YDR302W	4800
YMR002W	19659
YJL054W	12174
YHR178W	10465
YHL050W-A	9549
YPL187W	25051
YLR283W	15695
YPL170W	25120
YPR001W	25777
YPR022C	25874
YNL335W	20968
YJL225W-A	11509
YPR154W	26333
YBR085C-A	1283
YJL109C	11933
tR(UCU)J2	12253
tR(UCU)J1	12215
YER089C	6387
YAL038W	140
YML057C-A	19434
YOR074C	23428
YAL047C	107
YDR285W	4731
YDL246C	2682
YJR152W	12945
YGR107W	8780
YAR019W-A	345
YKL025C	13757
YAR008W	314
YOR003W	23158
YIL169C	10703
YOR320C	24323
YOL097C	22768
YNL122C	21740
YJL096W	11997
YDR407C	5236
YNR020C	22280
tT(AGU)C	2645
YBR258C	1905
YNL146W	21648
YFR019W	7220
YLR262C-A	15623
YHR142W	10312
YPL129W	25274
YBR223C	1784
YMR231W	20584
YNL241C	21338
YBR190W	1657
snR46	8465
YJL154C	11769
snR44	15998
snR45	26307
snR42	14092
snR43	2269
snR40	21123
YJL123C	11881
YLR196W	15374
YPL047W	25595
YER086W	6373
snR48	8593
YMR153C-A	20245
YIL147C	10797
YMR027W	19767
YLR287C-A	15710
RPR1	5950
YBR176W	1613
YDR207C	4397
YFR026C	7256
YPL036W	25632
YDR533C	5668
YGL085W	8074
YML081C-A	19322
YNL128W	21710
YKL017C	13786
YLR312C	15800
YLR230W	15493
YKL191W	13138
YNR006W	22220
YPL201C	25004
YLR436C	16303
YOR023C	23248
YPL200W	25006
YNR054C	22392
YBL018C	817
YDR004W	3576
YOL137W	22627
YLR410W	16163
YDR530C	5659
YDR131C	4099
YIL012W	11320
YEL031W	5898
YOL071W	22888
YNR053C	22388
YDL063C	3342
YER144C	6632
YOL039W	23003
YDR130C	4096
YFR034W-A	7296
YIL083C	11062
tL(CAA)K	13891
YNL298W	21084
YBR290W	2011
YCL010C	2262
YIL096C	11019
YML113W	19203
YLR084C	14881
YHL011C	9706
YFR010W-A	7178
YLR208W	15404
tE(UUC)E2	6424
YLR330W	15861
YIL080W	11070
YFR051C	7346
YHL037C	9596
YHL009W-B	9721
YHL009W-A	9717
YNR068C	22465
YOL057W	22938
YFR004W	7152
YMR303C	20862
YLR384C	16066
YOR369C	24551
YOR025W	23252
YOR092W	23486
YML128C	19146
YDR411C	5252
YOR384W	24619
YBR205W	1713
YOR321W	24328
YGL070C	8123
YMR186W	20381
YCR098C	2650
YOL038C-A	23004
YMR278W	20761
YER184C	6829
YML133W-B	19119
YLR136C	15116
YML133W-A	19120
YGL260W	7388
YMR107W	20080
YMR207C	20475
YML015C	19599
YOR197W	23929
YKR089C	14188
YDL041W	3421
YKR072C	14129
YDL014W	3520
YHR015W	9815
YCR027C	2389
YML040W	19509
YDL194W	2890
YER079W	6352
YER024W	6121
YDL009C	3530
YOR230W	24037
YNL198C	21477
YGR234W	9295
YMR178W	20352
YGL115W	7959
YMR247C	20645
YPR037C	25956
YBR077C	1229
YEL068C	5766
YDR176W	4295
YNL090W	21858
YDR381W	5139
YGL103W	7997
YDR484W	5511
YOR207C	23957
YMR225C	20556
YGR192C	9141
YBR095C	1315
YDR209C	4406
YBL045C	715
YDR524C	5641
YGR043C	8536
YPR184W	26472
YPL223C	24921
YPL272C	24718
YDR422C	5297
YER064C	6281
YPR002C-A	25784
YOL002C	23142
YNL218W	21422
YLR407W	16151
YBR088C	1296
YLR076C	14851
YBR055C	1137
YOR175C	23815
YEL032C-A	5888
YFL005W	7105
YCR010C	2319
YCR062W	2506
YMR152W	20241
YJL015C	12319
YMR125W	20152
YLL002W	14578
YGL028C	8258
YJR031C	12481
YCL026C-A	2204
YGR216C	9221
YNL225C	21391
YNL012W	22165
YJL220W	11541
YJL055W	12171
YPR102C	26126
YNL334C	20969
YNL188W	21518
YHR108W	10202
YPL064C	25521
tV(AAC)M2	19955
tV(AAC)M3	20287
YHR182C-A	10486
tV(AAC)M1	19859
YCR085W	2580
YPL184C	25057
YLR282C	15694
YPR153W	26331
YKR066C	14107
YDR252W	4591
YLL003W	14573
YJL037W	12258
YDR054C	3788
YBR008C	952
YML009W-B	19615
YDR109C	4013
YDR221W	4481
YLR109W	15022
tV(AAC)G1	8199
YKR009C	13885
YKL103C	13468
YMR078C	19961
YLR094C	14941
YDL154W	3023
YLR114C	15036
YLR041W	14743
YCLX06C	2196
YML037C	19524
YJR060W	12603
tR(ACG)E	6699
YDL089W	3259
YPL159C	25166
YBR102C	1337
YNL144W-A	21650
YNL161W	21611
YIL146C	10804
YDR096W	3941
YJL120W	11886
YDR055W	3792
YLR195C	15369
YPL046C	25597
YAL066W	15
YLR315W	15814
YCR081C-A	2571
YKL196C	13124
YNR005C	22218
YIL036W	11227
YIL054W	11163
YMR121C	20134
YPL011C	25731
YFR021W	7235
YNL129W	21708
YKL016C	13789
YPL111W	25344
YFL049W	6919
tL(UAG)L2	15748
YKL174C	13217
YJR013W	12426
YFR057W	7377
YKL121W	13405
YKR027W	13959
YHR053C	9969
YLR380W	16042
YKL034W	13720
YOR142W-B	23689
YKL061W	13626
YOR142W-A	23686
YMR281W	20780
YKL169C	13236
YMR012W	19700
YER093C	6405
YPR111W	26159
YOR032W-A	23279
YFL027C	7006
YDR468C	5461
YLR174W	15294
snR73	19711
snR72	19711
snR71	10367
snR70	26101
snR77	19709
snR76	19710
snR75	19710
snR74	19710
YFR003C	7150
snR79	14981
snR78	19709
YIL033C	11236
YOR368W	24549
YGR128C	8872
YPL133C	25264
YIL048W	11180
YIL142C-A	10821
YLR441C	16321
YOL056W	22941
YHL034C	9611
YMR302C	20857
YOR072W-B	23423
YOR026W	23255
YBR230W-A	1806
YGL073W	8114
YMR189W	20392
YBR204C	1711
YGR022C	8433
YLR221C	15441
YGR106C	8773
YGR065C	8612
YIL168W	10712
YGL086W	8070
YJR155W	12960
YAL044C	111
YPR081C	26069
YKR004C-A	13869
YBR124W	1418
YNR023W	22287
YOL096C	22771
YDR284C	4726
YAL004W	277
YJL097W	11996
YOR121C	23598
YBR277C	1966
YNL135C	21688
YHR079C-A	10069
YDR406W	5227
YOR048C	23334
YNL147W	21646
YPR163C	26402
YHR143W	10316
YMR315W-A	20923
YLR157W-E	15248
YOR306C	24275
YCL017C	2241
YNL091W	21853
YER025W	6126
YCL004W	2274
YCL054W-A	2116
YBR096W	1318
YJL206C	11602
YBL044W	717
YHL012W	9703
tG(GCC)F2	7206
YDR430C	5318
YGL102C	7997
YDR487C	5521
YPR185W	26480
YPL273W	24714
YGR015C	8417
YOR242C	24073
YGL248W	7446
YBR185C	1644
YOL159C-A	22525
YLR077W	14853
YBR056W	1142
YLL020C	14495
YDR525W	5644
YGL051W	8182
snR189	2411
YER178W	6809
YOL003C	23139
YPL222W	24925
YBR137W	1472
YHR121W	10250
YHR034C	9899
YBL019W	815
YOL070C	22890
YOL138C	22621
YDL062W	3344
YJL085W	12052
tL(CAA)D	5588
tL(CAA)C	2236
tL(CAA)A	357
tL(CAA)N	21830
YER147C	6642
tL(CAA)M	20124
YIL015W	11300
YEL030W	5905
YBR291C	2013
YPL135C-A	25259
YOL038W	23005
YDR183C-A	4325
YLL056C	14340
YML114C	19200
YCR108C	2668
YHR201C	10545
tF(GAA)G	8256
YNL299W	21079
YGR008C	8390
YKL211C	13049
YNL311C	21045
YDR220C	4478
YJL030W	12280
YLR424W	16233
YCR067C	2523
YGR248W	9347
tF(GAA)M	19819
YCL066W	2081
YER043C	6187
YBR074W	1221
YOR150W	23718
YKL102C	13470
YCL059C	2100
YLR095C	14946
YBR034C	1056
YML036W	19526
YLR331C	15866
YLR040C	14742
YDL236W	2730
YDL088C	3262
YJR063W	12615
YLR113W	15029
YMR161W	20270
YDL157C	3013
YJL184W	11671
YDL040C	3424
YDL015C	3517
YLR347W-A	15934
YKR086W	14177
YML041C	19505
YDL197C	2875
YER078C	6349
YER130C	6558
YDR499W	5562
YGR132C	8886
YER165W	6736
YMR106C	20072
YER187W	6844
YJL181W	11677
YKR071C	14125
YGL261C	7387
YGL112C	7972
YOR233W	24048
YMR244W	20630
YER160C	6705
YPL040C	25618
YMR179W	20356
YDL008W	3531
YBL050W	696
YJR086W	12676
YGR280C	9477
YGR237C	9303
YEL069C	5759
YJR014W	12428
YHR050W	9961
YGR257C	9388
YPL018W	25699
YPL185W	25054
YKL120W	13410
YJR041C	12528
YDL248W	2670
YKR028W	13966
YLR381W	16046
YKL037W	13713
YJR026W	12451
YMR286W	20798
YMR011W	19692
YKL168C	13239
YDL200C	2866
YDL102W	3221
YJR009C	12412
YER092W	6400
YLR131C	15095
YHL046W-A	9564
YCR013C	2331
YGL029W	8254
YFL004W	7110
YIR017W-A	11422
YKL149C	13310
YGL183C	7688
YDL128W	3131
YPL098C	25392
YMR153W	20244
YMR124W	20146
YDR003W-A	3574
YPR103W	26129
YPR003C	25788
YGR262C	9409
YPL085W	25444
YPR152C	26329
YJL052W	12182
YJL146W	11792
YGR215W	9219
YNL013C	22163
YDR253C	4593
YDR363W-A	5069
YNL333W	20971
YPL067C	25514
YMR007W	19674
YGL087C	8067
YHR007C-A	9789
YPR080W	26066
YKL088W	13526
YEL075W-A	5724
YAL045C	110
YLR276C	15676
YCRX01W	2327
YDL222C	2787
YGR105W	8771
YBR269C	1930
YDR283C	4719
YLR281C	15693
YNL140C	21666
YER007C-A	6047
YOL095C	22775
YOR049C	23340
YER133W-A	6589
YBR125C	1421
YDR409W	5246
YBR221C	1776
YEL018C-A	5957
YAL005C	276
YJL094C	12010
YGR074W	8646
YNL166C	21590
YPL158C	25169
YNR003W-A	22213
snR69	13704
snR64	13052
snR65	2408
snR66	22116
snR67	5837
snR60	12202
snR61	15873
snR62	23314
snR63	3311
YKL008C	13830
YER158W-A	6697
YAL067C	11
YJL150W	11779
YBR103W	1342
YIL132C	10854
YCL012C	2257
YIL145C	10808
YER087C-A	6378
YOL053W	22955
YNR004W	22216
YPL032C	25643
YLR194C	15366
YKL015W	13794
YLR236C	15508
YKL197C	13119
tW(CCA)G1	7949
YMR020W	19746
YJR089W	12682
YPL110C	25349
tT(AGU)N1	21154
YIR007W	11398
YJL201W	11615
YLR314C	15811
YLR146W-A	15152
YFR020W	7230
YNL126W	21721
YKL040C	13697
YCR038W-A	2453
YLR249W	15561
YOR327C	24356
YCLX01W	2101
YGL158W	7790
YKL175W	13213
YOL139C	22615
YBR207W	1717
YNL269W	21220
YBL103C-A	482
YOL073C	22883
YMR065W	19915
YPL203W	24997
YNR055C	22403
YDR532C	5664
YPL283W-A	24669
YIL014W	11308
YHR200W	10543
YDR184C	4326
YDR133C	4106
YKL210W	13055
YNL221C	21409
YPL138C	25247
tG(GCC)P2	26384
YER146W	6639
YLR426W	16259
YNL219C	21418
YHR159W	10381
YPL132W	25267
YIL114C	10953
YOL055C	22944
YJL089W	12038
YNL302C	21069
YIL032C	11238
YJL157C	11754
YNL108C	21783
YFR053C	7353
YLR226W	15464
YHL035C	9605
YMR301C	20851
YLR336C	15886
YNL316C	21029
YFR002W	7147
YJL217W	11551
YDL175C	2954
YGR089W	8691
YBL029W	778
YGR023W	8434
YHL028W	9643
YGR154C	8969
snR191	22388
YGL072C	8116
YGL258W	7397
YOR389W	24644
YDL196W	2878
YLR130C	15091
YER022W	6114
YBR057C	1150
YPL269W	24731
YBR140C	1489
YER186C	6838
YKR070W	14122
YDL016C	3515
YMR205C	20461
YNL203C	21463
YJL185C	11669
YER164W	6729
YER131W	6562
YML017W	19589
YKR087C	14181
YGL078C	8096
YCL058C	2102
YOR232W	24044
YGR281W	9484
YIR044C	11508
YPR145W	26310
tG(UCC)O	22716
tG(UCC)N	21137
YGL113W	7968
YIL121W	10920
tG(UCC)G	8933
YKR091W	14198
YHL013C	9700
YGR009C	8394
YMR185W	20375
YLR120W-A	15061
YDR431W	5321
YOR309C	24288
YBR097W	1323
YEL019C	5956
YLR214W	15423
YMR227C	20561
YPR186C	26484
YGR194C	9148
YDR486C	5520
YML088W	19300
YDR522C	5633
YPL221W	24931
YPL274W	24711
YBL047C	705
YNL293W	21107
YEL051W	5832
YLL023C	14481
YOL004W	23132
YLR005W	14605
YGR014W	8412
YGL050W	8186
YER179W	6812
YAR062W	433
YMR032W	19787
YMR150C	20238
YML056C	19440
YFL007W	7097
YMR193C-A	20417
YGL042C	8211
YDL129W	3127
YPL099C	25391
YGL182C	7689
YCR012W	2331
YLL055W	14346
YGL026C	8269
YDR201W	4377
YDR254W	4596
YBR271W	1936
YGR263C	9411
YNL045W	22032
YPL084W	25454
YNL010W	22172
YDR354W	5035
YPL066W	25517
tL(GAG)G	8775
YPR104C	26133
YGR214W	9216
YPR151C	26326
YOR381W-A	24611
YPR002W	25781
YDR224C	4493
YNL332W	20975
YNL310C	21048
YML028W	19555
YEL039C	5874
YLL001W	14582
YCL067C	2079
YDR052C	3783
YHL006C	9741
YPR173C	26437
YGR249W	9351
YGR198W	9166
YJL031C	12278
YBR075W	1222
YDR223W	4490
YDL021W	3493
